gene_name,gene_start_pos,cluster,cluster_motifs
RP11-637O19.3,10747794,19640,"ESRRA, ESR1, ERG, MAX, MNT, BHLHE40, CREB1, ATF3, CREM, KLF4, TFAP2C, TFAP2A, TFAP2C, TFAP2A, TFAP2C, POU5F1"
SYCP2L,10886831,19641,"STAT1, JUND, JUN, JUND, CREM, CREB1"
ELOVL2-AS1,11043524,19642,"HNF4A, TGIF2"
ELOVL2-AS1,11043524,19643,"SPI1, GABPA"
ELOVL2-AS1,11043524,19644,"CEBPB, SIX2"
SMIM13,11094033,19645,"SPI1, ELF3, GABPA"
SMIM13,11094033,19646,"SNAI2, MYOD1"
SMIM13,11094033,19647,"CEBPB, CEBPD, REST, TCF7, TCF7L2, IRF4, IRF2, ARID3A, TEAD4, HSF1, KLF1"
SMIM13,11094033,19648,"T, ZBTB7A, ZBTB7A, ATF1, PKNOX1, TCF3, REST"
SMIM13,11094033,19649,"FOXA1, TP53, GATA2, RARA, SREBF1"
RP4-761I2.5,11154929,19650,"POU2F2, MAX"
RP3-510L9.1,11173452,19651,"ATF7, GATA3"
RP3-510L9.1,11173452,19652,"ZNF143, REST, RFX5, CTCF, RUNX3, ZNF143, NEUROD1, CTCFL, YY1, MYC"
RP3-510L9.1,11173452,19653,"MAFF, MAFK"
RP3-510L9.1,11173452,19654,"FLI1, FOXP1"
RP3-510L9.1,11173452,19655,"TP63, TP53"
RP3-510L9.1,11173452,19656,"TFAP2C, TFAP2C"
TMEM170B,11538278,19657,"TCF12, ZEB1"
TMEM170B,11538278,19658,"YY1, SP1, EGR1"
TMEM170B,11538278,19659,"MAFF, NFYB, MAFK, ZNF143, JUND, JUN, NFE2, CREM, CREB1, ATF1, ZNF143, MXI1, MYC, MYCN, MAX, MAX, MNT"
TMEM170B,11538278,19660,"BHLHE40, RELA"
TMEM170B,11538278,19661,"TFAP2C, CTCF, ASCL1, SNAI2, TCF12"
RP11-679B17.2,11607552,19662,"FOXA1, FOXA2, GATA2"
RP11-679B17.2,11607552,19663,"MYC, MAX"
RP11-679B17.2,11607552,19664,"SPI1, ETS1"
ADTRP,11712054,19665,"PAX5, HIF1A, MAX, BHLHE40, TCF3"
ADTRP,11712054,19666,"GABPA, ERG, ETV1, ETV6, SPI1"
RP3-413H6.2,11810602,19667,"TCF12, TFAP4, CREB1, CREM, ATF1, TCF7L2, ZNF263, RELA, TFAP2C"
RP3-413H6.2,11810602,19668,"TAL1, FOXA1, YY1, NFE2L2, EGR1, TEAD4, TEAD1, TP53"
RP3-413H6.2,11810602,19669,"JUND, ATF3, CEBPB, CEBPG"
AMD1P4,11861626,19670,"USF1, MAX, RELA"
RP11-456H18.1,11990343,19671,"JUND, JUND"
HIVEP1,12008762,19672,"FOXP1, FOXK2"
HIVEP1,12008762,19673,"SPI1, ELF3, ERG"
HIVEP1,12008762,19674,"RELA, E2F1, PAX5"
HIVEP1,12008762,19675,"TAL1, RFX5, MYB, YY1, NEUROD1, TAL1, HMBOX1, GATA6, GATA3, CREB1, TCF7, TCF7L2, HNF4A, ARID3A, REST, TFAP2A, TFAP2A, TFAP2C, TFAP2A, NR2F6, NR2F6, RXRA, CTCF, AR"
EDN1,12290363,19676,"JUND, AR"
EDN1,12290363,19677,"TEAD1, TEAD4, CEBPB"
EDN1,12290363,19678,"SPI1, ETV6"
EDN1,12290363,19679,"RELA, GATA1, SOX6, GATA2, TEAD4, GATA4, TAL1, TAL1, PPARG, JUN, HNF1B, JUND, JUN, JUNB, FOSL2, FOSL1, JUND, CDX2"
RN7SKP293,12406486,19680,"FOXA1, GATA2"
RP11-125M16.1,12582915,19681,"CTCF, TFAP2C"
RP1-257A7.5,13290018,19682,"CEBPB, CEBPD, PBX2, PDX1"
GFOD1,13357830,19683,"KLF4, SOX2"
GFOD1,13357830,19684,"MAFF, MAFK, BACH2, BACH1, NFE2L2, NFE2"
GFOD1-AS1,13486294,19685,"SPI1, GABPA"
GFOD1-AS1,13486294,19686,"CREM, CREB1, ATF1, ATF7, KLF4"
GFOD1-AS1,13486294,19687,"CTCF, TCF3"
GFOD1-AS1,13486294,19688,"MYC, MYCN, ZEB1, BHLHE40, ARNT, E2F1, NRF1"
SIRT5,13574529,19689,"TFAP2A, TFAP2C"
SIRT5,13574529,19690,"MYC, MAX, MXI1, MYCN, MYC, BHLHE40, USF1, MAX, FOS, REST"
SIRT5,13574529,19691,"CTCF, ZNF143, CTCFL"
SIRT5,13574529,19692,"CTCFL, ASCL1, TCF12, SNAI2, POU2F2"
SIRT5,13574529,19693,"ZBTB33, E2F6, MYC, ZFX, TFAP2C, TFAP2A"
SIRT5,13574529,19694,"POU5F1, RELA, PAX5, RUNX1, NFYA, PBX3, RUNX1, SPI1, ETS1"
RP1-223E5.4,13614111,19695,"MYC, MAX"
NOL7,13615327,19696,"FOSL2, FOS"
NOL7,13615327,19697,"FOXA1, STAT3"
NOL7,13615327,19698,"MYOD1, TCF3"
NOL7,13615327,19699,"ELF1, ELF3, GABPA"
NOL7,13615327,19700,"CREB1, CTCFL, TP63"
NOL7,13615327,19701,"REST, ESR1"
NOL7,13615327,19702,"USF2, MXI1, MYC, ATF3, MYCN, MAX, MNT, E2F6, FOXK2, KLF13, KLF9, KLF4, ZNF143, KLF1, KLF5, SP1, KLF4, ZNF24, E2F1, HSF1, POU5F1, POU2F2, RELA"
NOL7,13615327,19703,"CTCF, ZNF143, CTCFL"
NOL7,13615327,19704,"ELK4, NR2F6, HNF4G, NR2C2, RXRA, HNF4A, NR2F6, NR2F1, NR2F2"
RNF182,13924446,19705,"FOXA1, GATA2"
RNF182,13924446,19706,"AR, NR3C1, AR, GATA1, GATA2"
RNF182,13924446,19707,"JUN, JUND, JUN, JUNB, FOSL2, ATF3, FOS, JUND"
RNF182,13924446,19708,"HIF1A, ARNT"
RNF182,13924446,19709,"FOXA1, FOXA2"
RNF182,13924446,19710,"TP63, ZNF143"
RP11-359N11.1,14229775,19711,"HIF1A, BHLHE40"
LINC01108,14280127,19712,"BACH2, FOXA2"
RP3-448I9.2,14391231,19713,"ESR1, GRHL2, NR2F2, KLF4"
RP3-448I9.1,14394326,19714,"SPI1, SPI1"
RP11-330A16.1,14597514,19715,"FLI1, ERG, STAT3, FOS, BATF, SMAD3"
RP11-146I2.1,14661829,19716,"GATA4, GATA2, GATA1"
RP11-146I2.1,14661829,19717,"SIX2, FOXP1"
RP11-146I2.1,14661829,19718,"GATA1, CREB1"
RP11-146I2.1,14661829,19719,"NFKB2, RELA, TAL1, BCL6"
RP11-146I2.1,14661829,19720,"JUND, JUND"
RN7SL332P,15112968,19721,"PKNOX1, ERG"
RN7SL332P,15112968,19722,"ETV6, FLI1"
RP11-560J1.2,15243923,19723,"JUND, JUND"
RP11-560J1.2,15243923,19724,"TFAP2C, TFAP2C"
JARID2,15246296,19725,"JUND, TGIF2, TAL1, CTCF, CTCFL, TCF12"
JARID2,15246296,19726,"RELA, MYC, MYCN"
JARID2,15246296,19727,"JUND, MYC, MAX, E2F6, SOX9, FOXA1, SOX2, NFIC, ZBTB7A, ZNF263, PBX3, PBX2, MEIS1, MEIS2, PKNOX1"
JARID2,15246296,19728,"TCF7L2, ESR1"
JARID2,15246296,19729,"AR, PAX5"
JARID2,15246296,19730,"CREM, ATF1, TGIF2, TFAP2C, TFAP2A, TFAP2A, NEUROD1, TFAP2C, ESRRA"
JARID2,15246296,19731,"RELA, RELA, RUNX1, E2F1, E2F4"
JARID2,15246296,19732,"FOS, HMBOX1, NFE2L2"
JARID2,15246296,19733,"JUND, TCF3, MAX, BHLHE40"
JARID2-AS1,15247815,19734,"RELA, CEBPA"
JARID2-AS1,15247815,19735,"NR2F1, NR2F2, ATF7"
JARID2-AS1,15247815,19736,"MAX, MXI1"
JARID2-AS1,15247815,19737,"GATA6, TAL1, GATA3, TCF3, PBX3, SIX2"
JARID2-AS1,15247815,19738,"FOXK2, FOXA1"
JARID2-AS1,15247815,19739,"TCF7L2, NR2F1, NR2F2, ESRRA"
JARID2-AS1,15247815,19740,"AR, TAL1, GATA3"
RNU6-645P,15324367,19741,"TCF3, FOS, FOSL2"
DTNBP1,15522801,19742,"RELA, RUNX3, MAFB, TCF12"
RP11-401E14.2,15994944,19743,"TFAP2C, TFAP2C, TFAP2C, CTCF"
RP1-13D10.5,16107622,19744,"ARNT, HIF1A"
MYLIP,16129125,19745,"FOXA1, AR"
MYLIP,16129125,19746,"FOXA1, GATA2, ETV1"
MYLIP,16129125,19747,"TFAP2A, TFAP2C, TFAP2C, TFAP2A, ZNF24, REST, RFX5"
MYLIP,16129125,19748,"AR, E2F1, E2F6"
MYLIP,16129125,19749,"IRF1, NFYA"
MYLIP,16129125,19750,"ESR1, PBX3, FOS, PBX2, SOX9, RXRA, MAFF"
MYLIP,16129125,19751,"TBX21, REST, TCF12"
RP1-13D10.3,16163377,19752,"SPI1, ETV6, TCF7, MYB"
RP1-13D10.3,16163377,19753,"AR, ESR1"
RP1-13D10.3,16163377,19754,"FOS, FOSL2"
RP1-13D10.3,16163377,19755,"MYC, MNT"
MRPL42P2,16171606,19756,"AR, MAX"
MRPL42P2,16171606,19757,"ESRRA, ESR1"
MRPL42P2,16171606,19758,"TFAP2C, TFAP2C"
MRPL42P2,16171606,19759,"FOXA1, TAL1, GATA3"
GMPR,16238580,19760,"ESR1, KLF4"
GMPR,16238580,19761,"ERG, GATA3"
GMPR,16238580,19762,"RELA, ZNF24, ZEB1"
GMPR,16238580,19763,"SPI1, STAT1, GFI1B"
GMPR,16238580,19764,"TFAP2C, TFAP2A, TFAP2C, TFAP2A"
GMPR,16238580,19765,"BHLHE40, TBX21, PAX5"
RP3-467D16.3,16259101,19766,"MAX, BHLHE40"
RP3-467D16.3,16259101,19767,"TAL1, PKNOX1"
RP1-151F17.1,16761138,19768,"EGR1, CEBPA"
RP1-151F17.1,16761138,19769,"MYCN, MYC, NRF1, MNT, PPARG, JUN, JUND, FOSL2, KLF1, BACH1, AR, NR3C1"
RP1-151F17.1,16761138,19770,"ERG, RUNX1, USF1, ELF1, ETS1, ERG, YY1"
RP1-151F17.1,16761138,19771,"FOXP2, MXI1, MYC, MAX, KLF1, NFE2, CREM, CREB1, MYOD1, TFAP4, TCF12, RELA"
RP1-151F17.2,16764346,19772,"MYB, SMAD3, FOS, NR1H2, NR3C1, AR"
RP1-151F17.2,16764346,19773,"CEBPB, ARNT"
RP1-151F17.2,16764346,19774,"TEAD1, TEAD4"
STMND1,17102258,19775,"TCF3, TFAP4, MAX"
STMND1,17102258,19776,"JUND, JUN, ATF3, JUND, CREB1, CEBPB"
STMND1,17102258,19777,"AR, SPI1, E2F6"
RBM24,17281346,19778,"AR, CREB1"
RBM24,17281346,19779,"MXI1, MYOD1, CTCF, ERG"
CAP2,17393216,19780,"CEBPB, ONECUT1, SPI1"
FAM8A1,17600355,19781,"REST, KLF13, KLF4"
FAM8A1,17600355,19782,"BCL6, ELK4, FOXA1, SOX9, FOXO1, JUND, FOXA2, CREB1, NFE2, CREM, ATF1, TGIF2, RUNX1, ZBTB7A"
RP11-500C11.3,17706257,19783,"TEAD1, TEAD4"
RP11-500C11.3,17706257,19784,"NRF1, E2F1, E2F7, E2F1, TP53, NFKB1, RELB, STAT3, RUNX3, MXI1, MYCN, MYC, BHLHE40, POU2F2, ARNT, TP63"
RP11-500C11.3,17706257,19785,"TFAP2C, MYC, MYCN"
KIF13A,17759183,19786,"MAFF, MAFK"
KDM1B,18155329,19787,"TCF12, TCF3, TFAP4, JUND, JUN, NFE2, CREM, CREB1, ATF3, TFAP2C, TFAP2C"
KDM1B,18155329,19788,"SP1, SP2, E2F1"
KDM1B,18155329,19789,"KLF4, NRF1, ERG, ETV1, ETV4, ELK1, FLI1, ETS1, RXRA, MEF2A, GABPA"
DDX18P3,18363417,19790,"AR, MAX"
DDX18P3,18363417,19791,"PBX3, JUND, JUN, JUND, JUN, FOSL2"
RNF144B,18387350,19792,"FOXA1, GATA2, FOXA2"
RNF144B,18387350,19793,"STAT3, TEAD4, CEBPA"
RNF144B,18387350,19794,"ESR1, PPARG"
RNF144B,18387350,19795,"CTCF, ZNF143, ASCL1, TEAD4, EBF1, TP63, TP73, TP53"
RNF144B,18387350,19796,"TCF3, TFAP4, SPI1, ELF1, ELF3, BCL6, FOXP1, FOXK2"
ID4,19837386,19797,"NRF1, MYCN"
ID4,19837386,19798,"FOSL1, SP4, TFAP2C"
RP11-239H6.2,20212087,19799,"PAX5, SNAI2"
RP11-239H6.2,20212087,19800,"ZNF263, SPI1"
RP11-239H6.2,20212087,19801,"ELF3, SMAD3"
RP11-239H6.2,20212087,19802,"REST, GATA3"
RP11-239H6.2,20212087,19803,"STAT3, ZNF384"
RP11-239H6.2,20212087,19804,"MITF, MXI1, MYCN, BHLHE40, MAX"
E2F3,20401906,19805,"STAT3, CDX2"
E2F3,20401906,19806,"TEAD2, TEAD1, TEAD4, CTCF, ZNF143, CTCFL"
E2F3,20401906,19807,"ATF7, CREB1, NR2F2, MYC"
E2F3,20401906,19808,"MYC, PBX1, GATA1"
E2F3,20401906,19809,"ELF1, ERG, NR4A1, TCF3, BHLHE22"
E2F3,20401906,19810,"STAT1, ETS1, FLI1, AR, SMAD3, ESR1, IRF4, IRF2"
E2F3,20401906,19811,"ESR1, NR2F2, ESR1"
E2F3,20401906,19812,"KLF9, KLF5, KLF4, NFYB, NFYA"
E2F3,20401906,19813,"IRF3, NFYA"
E2F3,20401906,19814,"POU2F2, POU5F1, SRF, TFDP1, E2F6, E2F4, RBPJ, NFKB1, ZBTB33, E2F1, BHLHE40, ZNF24, MAFK, SOX2, SOX6, TCF3, MYC"
CDKAL1,20534457,19815,"STAT5B, STAT5A"
CDKAL1,20534457,19816,"MEF2A, JUND, JUN, CREM, CREB1, CEBPB, CEBPG, SIX2, SIX1, RARA, RELA, NRF1, MAX, PAX5, FOXK2"
RP3-348I23.2,20756103,19817,"GATA3, JUND, JUND, FOSL2"
RNU6-150P,20993474,19818,"TEAD4, TEAD1, CEBPA"
RP11-204E9.3,21528739,19819,"NFE2L2, NFE2"
SOX4,21592768,19820,"ELF3, SPI1, STAT1"
CASC15,21664772,19821,"ELF3, FOXA1, FOXA2"
CASC15,21664772,19822,"AR, TP63"
CASC15,21664772,19823,"CTCF, ELF1, ELF3"
NBAT1,22134957,19824,"AR, TFAP2C"
NBAT1,22134957,19825,"ERG, FOXA2, FOXA1"
HDGFL1,22569493,19826,"CTCF, CTCFL"
SNORD46,24166273,19827,"POU2F2, ZNF143"
KAAG1,24356903,19828,"FOXA1, FOXA2, GATA2"
RNU6-391P,24365651,19829,"FOXA1, GATA2, FOXA2"
MRS2,24402908,19830,"REST, ESR1, MYC, KLF4"
MRS2,24402908,19831,"ASCL1, SNAI2, NFYA, FOXA1, FOXA2, GATA2"
MRS2,24402908,19832,"ZNF143, SPI1, STAT3, GABPA, NRF1"
ALDH5A1,24494852,19833,"FOXP1, FOXK2"
ALDH5A1,24494852,19834,"GATA1, SOX6, GATA2, TAL1, TAL1, MAFK, JUND, NFE2L2, BACH1, NFE2, BACH2, JUND"
ALDH5A1,24494852,19835,"E2F1, MYCN, MAX, TFAP2C, HNF4G, RXRA, HNF4A"
ALDH5A1,24494852,19836,"CTCF, ZNF143, NFE2L2"
TDP2,24649977,19837,"RUNX1, GATA2"
ACOT13,24667035,19838,"FOXP1, ETV1"
ACOT13,24667035,19839,"ELF3, TAL1, ERG, ETV1, ETS1"
ACOT13,24667035,19840,"AR, RUNX1"
ACOT13,24667035,19841,"KLF4, TFAP2C, TFAP2C, TFAP2C"
ACOT13,24667035,19842,"KLF13, KLF9, SP1, KLF5, SP2, KLF4, SPI1, STAT1, PAX5, SPIB, MYCN, MNT, MAX, PAX5, ESR1, RARA, XBP1, MYB, E2F4, NFKB1, STAT5B, TWIST1, ASCL1, MYOD1, CTCF, TFAP2C, EBF1, ZNF143"
RP1-30M3.5,24700907,19843,"FOS, JUND"
RP1-30M3.5,24700907,19844,"RELB, RELA, PBX2"
GMNN,24774931,19845,"NR2F1, NR2F2, NR2F6, HNF4G, NR2C2, ESR1, NR2F6, HNF4A, NR4A1, NR2F1, NR2F2, RUNX3, RELB"
GMNN,24774931,19846,"SP1, KLF4, CREB1, NFYA"
FAM65B,24804282,19847,"AR, NR3C1"
FAM65B,24804282,19848,"GATA2, FOXP1"
FAM65B,24804282,19849,"MAFK, SMAD3, HOXB13, JUND, JUN, ATF3"
FAM65B,24804282,19850,"AR, FOXA1"
PPIAP29,24976419,19851,"SPI1, SPI1"
PPIAP29,24976419,19852,"CEBPG, CEBPB"
RP11-367G6.3,25014952,19853,"SP4, NFKB1, CTCFL, EBF1"
RP11-367G6.3,25014952,19854,"SPI1, SPIB"
ASS1P1,25023247,19855,"CEBPB, CEBPG"
ASS1P1,25023247,19856,"MAFF, MAFK, BACH2, BACH1, NFE2L2, JUND, JUND, NFE2, NFE2L1"
RP3-425P12.5,25041839,19857,"YY1, IRF1"
RP3-425P12.5,25041839,19858,"ETV6, JUN, JUND, BATF, JUN, JUNB, PBX3, FOSL2, NFIC, JUND, ATF1"
RP3-425P12.1,25053627,19859,"GRHL2, ERG, SPI1, ESR1, NR2F2, ESRRA, NR4A1, CEBPB"
RP3-425P12.4,25140003,19860,"FOXA1, FOXO1, GATA2, FOXA2"
RP3-425P12.4,25140003,19861,"ERG, CTCFL"
RP11-191A15.2,25181359,19862,"NFKB1, MAFK"
RP11-191A15.2,25181359,19863,"RARA, CTCF"
RP11-191A15.4,25218688,19864,"EBF1, MYC, MAX, MEIS2"
RP11-191A15.4,25218688,19865,"TFAP2C, ASCL1"
RP3-522P13.3,25245356,19866,"MAFF, MAFK"
RP3-522P13.3,25245356,19867,"NR3C1, AR"
RP3-522P13.2,25272200,19868,"TCF7L2, ARID3A, SOX2"
CARMIL1,25279078,19869,"HOXB13, SIX2"
CARMIL1,25279078,19870,"GATA6, GATA3, AR, ELF3"
CARMIL1,25279078,19871,"AR, NR3C1"
CARMIL1,25279078,19872,"MAFF, MAFK"
CARMIL1,25279078,19873,"TP53, MAFK"
CARMIL1,25279078,19874,"CTCF, TWIST1, ZNF143, NEUROD1, CTCFL, TCF12, YY1"
HIST1H2BA,25726909,19875,"MYC, MAX"
HIST1H2BA,25726909,19876,"FOXA1, ATF7"
SLC17A4,25754699,19877,"RXRA, HNF4A"
SLC17A1,25782897,19878,"MYC, MAX"
SLC17A3,25833066,19879,"NFKB1, NFKB2, CTCF, EBF1"
SLC17A3,25833066,19880,"RXRA, ONECUT1"
SLC17A3,25833066,19881,"PBX2, CREB1"
RP1-139G21.4,25885419,19882,"SIX2, ESRRA, MYC, FOSL1, FOS, TEAD1, CEBPB, YY1"
RP1-139G21.4,25885419,19883,"TFAP4, TCF12, TFAP2C, TFAP2C"
SLC17A2,25912754,19884,"GABPA, ELF3, ERG, ETV1, AR, MYC"
SLC17A2,25912754,19885,"JUND, JUN, JUND"
TRIM38,25962802,19886,"MAFG, MAFB, BATF, JUNB, NFIC"
TRIM38,25962802,19887,"KLF4, RUNX3, TAL1, SRF, MEF2C, MEF2B, MEF2A, TCF3, EBF1"
TRIM38,25962802,19888,"BCL6, USF2, NFYA, HNF1B"
TRIM38,25962802,19889,"ATF7, CREB1, STAT5B"
TRIM38,25962802,19890,"IRF1, STAT2, HMBOX1"
U91328.19,25992662,19891,"CTCF, EBF1, JUND, JUN, EGR1"
U91328.19,25992662,19892,"REST, ASCL1, TCF12, E2F1, TFAP4, TCF12, ESR1, NR3C1, KLF1, ESR1, PAX5, STAT5A, BCL6, RUNX3, CREB3, MYC, MAX"
U91328.19,25992662,19893,"YY1, SIX2"
U91328.19,25992662,19894,"TBP, TCF3, BHLHE22, MYOD1, TCF12, RARA, ESR1, E2F1, ERG, NRF1, MYC"
U91328.22,26013241,19895,"JUND, NR2F1, NR2F2"
U91328.22,26013241,19896,"JUND, JUN, ATF1"
U91328.22,26013241,19897,"REST, REST"
HIST1H3A,26020490,19898,"RFX5, IRF3, NFYB, NFYA, CREB1"
HIST1H3A,26020490,19899,"AR, RELA, FOXO1"
HIST1H4A,26021679,19900,"RFX5, IRF3, NFYB, NFYA, CREB1"
HIST1H4A,26021679,19901,"AR, RELA, FOXO1"
HIST1H4A,26021679,19902,"STAT3, RBPJ, ERG, ETV1, ETS1"
HIST1H4A,26021679,19903,"RXRA, ESR1, ZBTB33, GATA1"
HIST1H4A,26021679,19904,"TFAP2C, TFAP2C, ESRRA"
HIST1H4A,26021679,19905,"ONECUT1, CUX1, JUN, JUND, JUN, FOSL1, JUND"
HIST1H4A,26021679,19906,"HNF4A, KLF9, ZNF143, ELK4, TFAP2C"
HIST1H4A,26021679,19907,"CREB1, NR2F2, BCL6, E2F1, EGR1, NRF1, ZBTB33, TCF12, NR2C2, TBP, STAT2, MYC"
HIST1H4B,26026815,19908,"MAX, ESR1, ZFX, NR3C1"
HIST1H4B,26026815,19909,"TWIST1, TCF12, NR1H2, MAFF, MAFK, BACH2, BACH1, NFE2L2, NFE2, FOSL1, FOS, JUND, GATA6, TAL1, GATA3, NR2C2"
HIST1H4B,26026815,19910,"RUNX1, ESR1, SP1, CREB3, CREB1, PBX3, CREM, PBX2, ATF1, FOS, SMAD3"
HIST1H4B,26026815,19911,"TAL1, E2F6, E2F4, ETS1, SMAD3, MYC, MYB, MYOD1, TCF12, ZEB1, MYC, TCF3, MAX, BHLHE22, AR, NR3C1, MAFK, NR2F2, ZNF143"
HIST1H4B,26026815,19912,"CDX2, GATA6"
HIST1H3B,26031650,19913,"NR2F2, ESRRA"
HIST1H3B,26031650,19914,"MYB, PBX3, LHX2"
HIST1H3B,26031650,19915,"CREB1, ETS1"
HIST1H2AB,26033176,19916,"ZBTB33, ESR1"
HIST1H2AB,26033176,19917,"ZEB1, CTCFL, BHLHE40, NFIC, ASCL1, TCF12, TFAP4, NR2C2, NFKB1, STAT3, NR3C1"
HIST1H2AB,26033176,19918,"TBP, CTCF, MYBL2, E2F4, IRF3, NFYA, NFYB"
HIST1H2AB,26033176,19919,"CREB1, JUND, JUN, JUND, CREM, JUN, ATF1, ATF3, RFX5"
HIST1H2AB,26033176,19920,"GATA6, TAL1"
HIST1H2AB,26033176,19921,"TEAD1, TEAD4, SPI1, TCF3"
HIST1H2AB,26033176,19922,"FOXA2, FOXA1, FOXO1, NR3C1"
HIST1H2AB,26033176,19923,"RUNX3, SIX2"
HIST1H2AB,26033176,19924,"HNF1B, IRF4"
HIST1H2BB,26043277,19925,"RUNX3, RUNX2"
HIST1H2BB,26043277,19926,"MAFF, MAFK"
HIST1H2APS5,26043989,19927,"FOXA1, MAFB, MYBL2"
HIST1H3C,26045411,19928,"RUNX1, YY1"
HIST1H3C,26045411,19929,"HIF1A, ARNT, MYC, ZEB1, ASCL1"
HIST1H3C,26045411,19930,"ASCL1, TFAP4, TCF12, CREB1, TFAP2C"
HIST1H3C,26045411,19931,"NR2F6, RXRA, NR2F6, ESRRA, NR2F2, ESR1, FOXK2"
HIST1H3C,26045411,19932,"E2F1, E2F4, RELA, IRF3, NFYA, NFIC, TBP, NR4A1, MYC"
HIST1H1C,26055787,19933,"TP73, TP63, TGIF2, SNAI2, MEIS2, STAT3, MYC"
HIST1H1C,26055787,19934,"KLF4, E2F7, E2F7, TCF3"
HIST1H1C,26055787,19935,"RFX5, RFX1, CEBPB, HSF1, TEAD1, TEAD4, SOX2, HIF1A, AR"
HIST1H1C,26055787,19936,"MAFG, IRF1, NFYA"
HIST1H1C,26055787,19937,"AR, E2F1"
HIST1H1C,26055787,19938,"IRF2, RUNX3, PBX3, MYB, TFAP2C, SP2, TFAP2C, KLF9"
HFE,26087281,19939,"PBX3, PBX2"
HIST1H4C,26103876,19940,"ELF3, ELF1"
HIST1H4C,26103876,19941,"JUND, SMAD3, FOS, JUND"
HIST1H4C,26103876,19942,"CREB1, PDX1, MEIS1, MEIS2, STAT3"
HIST1H4C,26103876,19943,"TAL1, IRF3, NFYB, NFYA"
HIST1H4C,26103876,19944,"SP1, KLF4, RFX5, JUND, JUN, ZNF384, REST, MYB, E2F1, E2F4, RUNX1, FOXO1"
HIST1H1T,26107419,19945,"TEAD1, TEAD4"
HIST1H2BC,26114873,19946,"ELF1, SPI1"
HIST1H2AC,26124145,19947,"GATA1, JUND"
HIST1H2AC,26124145,19948,"KLF9, KLF1, KLF5, KLF4, CREB3L1, FOXK1, FOXK2, RELA, TFAP2C, REST, HINFP, POU5F1, GFI1B, MEF2C, E2F7, NFYA, HMBOX1, NR4A1, MEIS1, MEIS2, PKNOX1, ZBED1, CEBPB, CUX1, CREB1, CREM, ATF1, PBX3, ASCL1, TCF3, IRF4, RUNX1, STAT3, STAT1, BCL6, MAFF, MAFK, YY1"
HIST1H2AC,26124145,19949,"CREB1, CREM"
HIST1H2AC,26124145,19950,"BACH2, REST"
HIST1H2AC,26124145,19951,"RELA, RUNX1, REST"
HIST1H2AC,26124145,19952,"ETS1, CEBPB"
HIST1H2AC,26124145,19953,"POU5F1, PBX3, PBX2"
HIST1H2AC,26124145,19954,"JUND, NFYA"
HIST1H2AC,26124145,19955,"IRF3, NFYB, NFYA, CDX2, EBF1, ELF1, GABPA"
HIST1H1E,26156354,19956,"RUNX1, REST, NFYB, NFYA, KLF5, SP1, TBP, FOXK2, NRF1, RARA"
HIST1H1E,26156354,19957,"IRF1, MYC, ELK4, RUNX1"
HIST1H2BD,26158146,19958,"ESRRA, NR2F1"
HIST1H2BD,26158146,19959,"TFAP2C, TFAP2C"
HIST1H2BD,26158146,19960,"BATF, JUNB"
HIST1H2BD,26158146,19961,"CTCF, ZNF384, RELA"
HIST1H2BD,26158146,19962,"SNAI2, MAFB"
HIST1H2BD,26158146,19963,"MEIS1, LHX2"
HIST1H2BD,26158146,19964,"ELF3, ERG, ETS1, AR, GATA1, GATA2, GATA4"
HIST1H2BD,26158146,19965,"RUNX3, AR, NR3C1, MYB, MYOD1, TFAP4, TCF12, SRF, FOXA1"
HIST1H2BD,26158146,19966,"IRF3, NFYB, NFYA, HOXB13, FOXA1, FOXO1, GATA2, FOXA2, CREM, CREB1, ATF1, DUX4, CDX2, NKX3-1, PDX1, POU2F2"
RP1-221C16.8,26160765,19967,"HIF1A, ARNT"
RP1-221C16.8,26160765,19968,"SOX6, KLF4, KLF9"
HIST1H2BE,26172059,19969,"GATA3, HMBOX1"
HIST1H2BE,26172059,19970,"SPI1, ELF3, SPIB, IRF4"
HIST1H2BE,26172059,19971,"CREB3L1, ZNF143, EGR1, KLF13, KLF9, KLF1, SP1, KLF5, SP2, KLF4, MYB, RUNX3, MYC, XBP1, SREBF1, EGR1, RARA, ATF7, CREB1, TBX21, MYC, CREB1, MYC, MYCN, MAX"
HIST1H4D,26188765,19972,"GATA1, GATA2"
HIST1H1PS1,26195554,19973,"RFX5, RFX5, IRF3, NFYB, NFYA, RFX5, CREB3L1, PBX3, PROX1, PKNOX1, MNT, CREB1, MAX, GFI1B, NRF1, MYB"
RP1-34B20.21,26195595,19974,"ELF1, STAT3"
RP1-34B20.21,26195595,19975,"PBX3, NFYA, FOS, MYC, MAX, MXI1, HIF1A, ATF1, ARNT"
HIST1H3D,26196840,19976,"ELF1, STAT3"
HIST1H3D,26196840,19977,"PBX3, NFYA, FOS, MYC, MAX, MXI1, HIF1A, ATF1, ARNT"
HIST1H3D,26196840,19978,"MITF, USF2"
HIST1H3D,26196840,19979,"PAX5, TCF12"
HIST1H3D,26196840,19980,"SP1, TEAD4"
HIST1H3D,26196840,19981,"FOXA2, FOXA1, HNF1B"
HIST1H2AD,26198851,19982,"FOXK2, SPI1, YY1"
HIST1H2AD,26198851,19983,"CTCF, YY1"
HIST1H2AD,26198851,19984,"FOXA2, FOXA1, GATA2"
